RCPT_YR,CGG_CD,CGG_NM,STDG_CD,STDG_NM,LOTNO_SE,LOTNO_SE_NM,MNO,SNO,BLDG_NM,CTRT_DAY,THING_AMT,ARCH_AREA,LAND_AREA,FLR,RGHT_SE,RTRCN_DAY,ARCH_YR,BLDG_USG,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,11545,금천구,10200,독산동,1,대지,1156,0000,금천 롯데캐슬 골드파크 4차,20250519,15500,24.21,38.1,27.0,,,2019,오피스텔,중개거래,서울 금천구
2025,11620,관악구,10200,신림동,1,대지,0739,0000,뉴서울,20250519,30000,51.27,0.0,5.0,,,1984,아파트,중개거래,서울 동대문구
2025,11380,은평구,11400,진관동,1,대지,0100,0004,어드벤스힐 오피스텔,20250519,15250,29.79,40.6015,8.0,,,2013,오피스텔,중개거래,서울 은평구
2025,11500,강서구,10300,화곡동,1,대지,0046,0391,밀레니엄(46-391),20250519,19500,49.23,28.0,3.0,,,2008,연립다세대,중개거래,서울 강서구
2025,11230,동대문구,10600,장안동,,,,,,20250519,59500,173.96,148.0,0.0,,,1975,단독다가구,직거래,
2025,11500,강서구,10300,화곡동,1,대지,0050,0112,삼호빌라(50-112),20250519,9900,46.86,25.0,3.0,,,1996,연립다세대,직거래,
2025,11545,금천구,10300,시흥동,1,대지,0120,0022,원미아트빌라,20250519,24000,41.23,25.0,3.0,,,1989,연립다세대,직거래,
2025,11545,금천구,10300,시흥동,1,대지,1013,0000,관악산벽산타운5,20250518,52500,84.97,0.0,3.0,,,2004,아파트,중개거래,서울 금천구
2025,11470,양천구,10100,신정동,1,대지,1325,0000,목동파크자이(101동~108동),20250518,146500,84.926,0.0,4.0,,,2019,아파트,중개거래,서울 양천구
2025,11530,구로구,10900,궁동,1,대지,0237,0009,현대힐타운(237-9),20250518,26800,42.88,27.0,2.0,,,2017,연립다세대,중개거래,서울 구로구
2025,11440,마포구,10100,아현동,1,대지,0737,0000,마포 에스케이 허브 블루,20250518,20900,34.952,45.519,11.0,,,2006,오피스텔,중개거래,서울 마포구
2025,11350,노원구,10400,하계동,1,대지,0273,0000,장미(시영6),20250518,53000,49.5,0.0,3.0,,,1989,아파트,중개거래,서울 노원구
2025,11740,강동구,10900,천호동,1,대지,0019,0001,우성,20250518,83500,64.53,0.0,7.0,,,1985,아파트,중개거래,서울 강동구
2025,11350,노원구,10500,상계동,1,대지,1282,0000,상계2차중앙하이츠,20250518,59250,59.82,0.0,13.0,,,1998,아파트,중개거래,서울 노원구
2025,11410,서대문구,11900,북가좌동,1,대지,0001,0001,에덴빌라,20250518,40500,83.46,49.0,5.0,,,2008,연립다세대,중개거래,서울 서대문구
2025,11710,송파구,11100,방이동,1,대지,0141,0010,우림빌라트,20250518,39000,54.89,31.0,3.0,,,2007,연립다세대,중개거래,서울 송파구
2025,11620,관악구,10200,신림동,1,대지,0610,0352,우석빌라7차,20250518,13000,28.52,12.0,-1.0,,,1994,연립다세대,중개거래,서울 관악구
2025,11260,중랑구,10300,중화동,1,대지,0042,0000,중화동건영아파트,20250518,44000,59.94,0.0,5.0,,,1998,아파트,중개거래,"서울 서대문구, 서울 중랑구"
2025,11230,동대문구,10500,답십리동,1,대지,1009,0000,힐스테이트청계,20250518,125000,59.86,0.0,27.0,,,2018,아파트,중개거래,서울 동대문구
2025,11470,양천구,10100,신정동,1,대지,1273,0000,신정현대5,20250518,102000,114.24,0.0,2.0,,,1999,아파트,중개거래,서울 양천구
2025,11380,은평구,10700,응암동,1,대지,0102,0042,(102-42),20250517,14800,33.82,24.0,-1.0,,,1987,연립다세대,중개거래,서울 은평구
2025,11140,중구,16200,신당동,1,대지,0844,0000,남산타운,20250517,105600,59.94,0.0,3.0,,,2002,아파트,중개거래,서울 중구
2025,11590,동작구,10200,상도동,1,대지,0279,0145,상도시그니처,20250517,59000,56.06,35.0,1.0,,,2022,연립다세대,직거래,
2025,11200,성동구,10800,응봉동,1,대지,0098,0000,금호현대,20250517,113000,79.8,0.0,3.0,,,1990,아파트,중개거래,서울 성동구
2025,11215,광진구,10400,광장동,1,대지,0107,0000,동북아스위트힐아파트,20250517,79500,84.63,0.0,2.0,,,2006,아파트,중개거래,서울 광진구
2025,11620,관악구,10200,신림동,1,대지,0611,0022,성강케렌시아,20250517,31000,40.27,27.0,6.0,,,2018,연립다세대,중개거래,서울 관악구
2025,11410,서대문구,12000,남가좌동,1,대지,0389,0000,DMC에코자이,20250517,125000,84.978,0.0,8.0,,,2019,아파트,중개거래,서울 서대문구
2025,11470,양천구,10200,목동,1,대지,0901,0000,목동신시가지1,20250517,207000,65.34,0.0,9.0,,,1985,아파트,중개거래,서울 양천구
2025,11380,은평구,11400,진관동,1,대지,0066,0000,은평뉴타운꿈에그린,20250517,71000,59.92,0.0,15.0,,,2018,아파트,중개거래,서울 은평구
2025,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,20250517,181000,84.97,0.0,32.0,,,2020,아파트,중개거래,"서울 강동구, 서울 송파구"
2025,11740,강동구,10700,암사동,1,대지,0414,0002,롯데캐슬퍼스트,20250517,150000,84.81,0.0,29.0,,,2008,아파트,중개거래,서울 강동구
2025,11305,강북구,10100,미아동,1,대지,0791,1862,성신쉐르빌9차(A동),20250517,15000,55.05,30.0,4.0,,,2003,연립다세대,중개거래,서울 강북구
2025,11290,성북구,13500,종암동,1,대지,0128,0000,극동,20250517,64000,59.67,0.0,17.0,,,2000,아파트,중개거래,서울 성북구
2025,11350,노원구,10200,월계동,1,대지,0940,0000,동원베네스트,20250517,65500,84.627,0.0,8.0,,,2005,아파트,중개거래,서울 노원구
2025,11290,성북구,13800,장위동,1,대지,0230,0121,세영그린빌,20250517,35500,35.96,20.0,2.0,,,2019,연립다세대,중개거래,서울 성북구
2025,11440,마포구,12500,성산동,1,대지,0051,0002,골든빌오피스텔,20250517,11500,24.7,33.11,8.0,,,2004,오피스텔,중개거래,서울 마포구
2025,11290,성북구,13500,종암동,1,대지,0080,0000,래미안크리시엘,20250517,85000,84.95,0.0,9.0,,,2004,아파트,중개거래,서울 성북구
2025,11230,동대문구,10800,회기동,1,대지,0065,0000,신현대,20250517,75500,72.27,0.0,10.0,,,1989,아파트,중개거래,서울 동대문구
2025,11350,노원구,10500,상계동,1,대지,1270,0000,금호타운,20250517,53000,84.54,0.0,14.0,,,1995,아파트,중개거래,서울 노원구
2025,11740,강동구,10700,암사동,1,대지,0414,0002,롯데캐슬퍼스트,20250517,156000,84.98,0.0,21.0,,,2008,아파트,중개거래,서울 강동구
2025,11740,강동구,10900,천호동,1,대지,0361,0000,성우스타팰리스,20250517,44000,34.73,18.0,3.0,,,2019,연립다세대,중개거래,서울 강동구
2025,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(동아),20250517,94000,84.96,0.0,2.0,,,2003,아파트,중개거래,서울 관악구
2025,11440,마포구,10900,염리동,1,대지,0521,0000,마포자이,20250517,211000,84.692,0.0,15.0,,,2003,아파트,중개거래,서울 마포구
2025,11440,마포구,11400,창전동,1,대지,0440,0000,창전동현대홈타운,20250517,135000,84.978,0.0,5.0,,,2005,아파트,중개거래,서울 마포구
2025,11620,관악구,10200,신림동,1,대지,0098,0242,(98-242),20250517,17300,33.41,18.0,2.0,,,1993,연립다세대,중개거래,서울 관악구
2025,11350,노원구,10500,상계동,1,대지,0639,0000,보람아파트,20250517,41500,44.33,0.0,9.0,,,1988,아파트,중개거래,서울 노원구
2025,11650,서초구,10600,잠원동,1,대지,0073,0000,신반포2,20250517,350000,68.91,0.0,8.0,,,1978,아파트,중개거래,경기 용인시 기흥구
2025,11530,구로구,11000,온수동,1,대지,0009,0023,DIVille,20250517,39400,55.02,40.0,4.0,,,2010,연립다세대,중개거래,서울 구로구
2025,11320,도봉구,10600,방학동,1,대지,0688,0022,동아쉐르빌,20250517,24300,59.48,35.0,2.0,,,2012,연립다세대,중개거래,서울 도봉구
2025,11620,관악구,10100,봉천동,1,대지,0041,0058,프리우스,20250517,26300,28.74,18.0,3.0,,,2013,연립다세대,중개거래,서울 관악구
2025,11350,노원구,10600,중계동,1,대지,0515,0002,건영2,20250517,67000,84.96,0.0,8.0,,,1991,아파트,직거래,
2025,11230,동대문구,10900,휘경동,1,대지,0366,0000,동일스위트리버,20250517,82000,84.973,0.0,5.0,,,2007,아파트,중개거래,서울 동대문구
2025,11500,강서구,10300,화곡동,1,대지,0871,0019,스페이스빌에이동,20250517,26000,36.8,22.0,6.0,,,2016,연립다세대,중개거래,서울 강서구
2025,11380,은평구,11400,진관동,1,대지,0027,0000,구파발10단지어울림(1011~1019동)BL3-1,20250517,113000,134.9,0.0,4.0,,,2010,아파트,중개거래,서울 은평구
2025,11470,양천구,10100,신정동,1,대지,0923,0003,대성빌라,20250517,15500,51.12,29.0,-1.0,,,1993,연립다세대,중개거래,서울 양천구
2025,11500,강서구,10300,화곡동,1,대지,0143,0006,성재센트리움아파트,20250517,16300,16.56,0.0,7.0,,,2016,아파트,중개거래,서울 강서구
2025,11620,관악구,10200,신림동,1,대지,1735,0000,관악산휴먼시아2단지,20250517,57700,59.99,0.0,10.0,,,2008,아파트,중개거래,서울 관악구
2025,11290,성북구,13900,석관동,1,대지,0010,0000,두산,20250517,70900,59.97,0.0,6.0,,,1998,아파트,중개거래,서울 성북구
2025,11230,동대문구,10900,휘경동,1,대지,0057,0000,주공1,20250517,76500,84.84,0.0,2.0,,,2001,아파트,중개거래,서울 동대문구
2025,11200,성동구,11100,금호동3가,1,대지,1662,0000,금호한신,20250517,130000,84.96,0.0,8.0,,,2005,아파트,중개거래,서울 성동구
2025,11410,서대문구,11100,홍제동,1,대지,0463,0000,문화촌현대,20250517,64000,59.94,0.0,5.0,,,2002,아파트,중개거래,서울 서대문구
2025,11230,동대문구,10500,답십리동,1,대지,1008,0000,청계와이즈노벨리아,20250517,92500,74.904,0.0,11.0,,,2017,아파트,중개거래,서울 동대문구
2025,11410,서대문구,11800,홍은동,1,대지,0265,0397,(265-397),20250517,18500,55.87,39.0,2.0,,,1977,연립다세대,중개거래,서울 서대문구
2025,11290,성북구,13800,장위동,1,대지,0320,0000,래미안장위퍼스트하이,20250517,102000,84.94,0.0,1.0,,,2020,아파트,중개거래,서울 성북구
2025,11740,강동구,10700,암사동,1,대지,0413,0000,프라이어팰리스,20250517,140500,84.975,0.0,10.0,,,2007,아파트,중개거래,서울 강동구
2025,11740,강동구,10100,명일동,1,대지,0257,0000,고덕주공9,20250517,130000,83.93,0.0,15.0,,,1985,아파트,중개거래,서울 강동구
2025,11290,성북구,12700,보문동5가,1,대지,0171,0000,승민아트빌,20250517,11200,20.13,14.0,3.0,,,2008,연립다세대,직거래,
2025,11290,성북구,13400,길음동,1,대지,1281,0000,길음뉴타운4단지(e편한세상),20250517,96000,84.64,0.0,9.0,,,2005,아파트,중개거래,서울 성북구
2025,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),20250517,48500,49.6,0.0,14.0,,,1999,아파트,중개거래,"서울 강동구, 서울 노원구"
2025,11380,은평구,10500,구산동,1,대지,0025,0067,샹그리라(25-67),20250517,31600,67.36,37.0,4.0,,,2006,연립다세대,중개거래,서울 은평구
2025,11380,은평구,10300,불광동,1,대지,0171,0038,유엔빌라,20250517,7700,42.48,17.0,-1.0,,,1992,연립다세대,중개거래,서울 은평구
2025,11590,동작구,10500,흑석동,1,대지,0339,0000,흑석한강센트레빌Ⅱ,20250517,167000,84.951,0.0,5.0,,,2012,아파트,중개거래,서울 동작구
2025,11305,강북구,10300,수유동,1,대지,0491,0097,진한빌라(나),20250517,9900,33.75,21.0,4.0,,,1994,연립다세대,중개거래,서울 강북구
2025,11350,노원구,10500,상계동,1,대지,0691,0000,상계주공7(고층),20250517,50500,41.3,0.0,12.0,,,1988,아파트,중개거래,서울 노원구
2025,11500,강서구,10300,화곡동,1,대지,0797,0014,에이원빌,20250517,16700,33.5,19.0,6.0,,,2012,연립다세대,중개거래,경기 광명시
2025,11680,강남구,10100,역삼동,1,대지,0736,0024,엘지역삼에클라트,20250517,17700,28.64,40.01,8.0,,,2004,오피스텔,중개거래,서울 강남구
2025,11260,중랑구,10500,망우동,1,대지,0400,0014,힐탑Ⅱ,20250517,12000,14.4,9.0,4.0,,,2011,연립다세대,중개거래,서울 광진구
2025,11230,동대문구,11000,이문동,1,대지,0054,0000,현대,20250517,70850,84.56,0.0,2.0,,,2000,아파트,중개거래,서울 동대문구
2025,11230,동대문구,11000,이문동,3,블럭,0149,0008,이문 아이파크 자이,20250517,127000,84.95,0.0,4.0,분양권,,0,아파트,중개거래,서울 동대문구
2025,11230,동대문구,10400,전농동,1,대지,0620,0015,청량리역 우남SL타워300,20250517,22000,18.434,29.649,18.0,,,2023,오피스텔,중개거래,서울 강남구
2025,11740,강동구,10800,성내동,1,대지,0457,0016,우성파크빌라,20250517,28000,56.35,25.0,4.0,,,1992,연립다세대,중개거래,서울 강동구
2025,11350,노원구,10500,상계동,1,대지,0740,0000,상계주공2(고층),20250517,61500,59.28,0.0,3.0,,,1987,아파트,중개거래,서울 노원구
2025,11305,강북구,10200,번동,1,대지,0148,0500,장원(101),20250517,40000,71.1,0.0,6.0,,,2001,아파트,중개거래,서울 강북구
2025,11350,노원구,10600,중계동,1,대지,0360,0009,중계동 두타빌,20250517,16500,27.85,40.14,5.0,,,2000,오피스텔,중개거래,서울 노원구
2025,11710,송파구,10800,문정동,1,대지,0652,0005,문정 아이파크,20250516,19250,21.57,31.75,5.0,,,2017,오피스텔,중개거래,서울 송파구
2025,11500,강서구,10200,등촌동,1,대지,0656,0000,경동미르웰한올림,20250516,13550,16.19,25.01,9.0,,,2016,오피스텔,중개거래,서울 강서구
2025,11290,성북구,10300,돈암동,1,대지,0636,0000,이수브라운스톤돈암,20250516,71900,59.99,0.0,2.0,,,2004,아파트,중개거래,서울 성북구
2025,11380,은평구,10400,갈현동,1,대지,0006,0018,부림베네치아,20250516,31000,59.27,33.0,4.0,,,2018,연립다세대,중개거래,서울 은평구
2025,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(삼성),20250516,84500,59.83,0.0,20.0,,,2003,아파트,중개거래,서울 관악구
2025,11350,노원구,10500,상계동,1,대지,1048,0043,송원의집,20250516,9500,30.96,21.0,-1.0,,,1997,연립다세대,중개거래,서울 노원구
2025,11500,강서구,10200,등촌동,1,대지,0694,0000,대림,20250516,80000,89.975,0.0,15.0,,,1995,아파트,중개거래,서울 용산구
2025,11380,은평구,10500,구산동,1,대지,0382,0000,갈현현대,20250516,44800,59.94,0.0,13.0,,,1998,아파트,중개거래,"경기 고양시 일산서구, 서울 은평구"
2025,11200,성동구,10900,금호동1가,1,대지,0128,0004,푸른마을(8차),20250516,69000,76.14,0.0,4.0,,,2002,아파트,중개거래,서울 성동구
2025,11230,동대문구,10500,답십리동,1,대지,0041,0000,동서울한양,20250516,52000,59.67,0.0,5.0,,,1989,아파트,중개거래,서울 동대문구
2025,11740,강동구,10100,명일동,1,대지,0046,0003,고덕역 대명벨리온,20250516,20000,21.312,32.041,14.0,,,2021,오피스텔,중개거래,서울 강동구
2025,11290,성북구,13800,장위동,1,대지,0230,0199,은진스톤하우스A동,20250516,37500,68.18,36.0,2.0,,,2004,연립다세대,중개거래,"경기 안양시 만안구, 서울 성북구"
2025,11470,양천구,10300,신월동,1,대지,1075,0000,목동센트럴아이파크위브1단지,20250516,99000,59.68,0.0,8.0,,,2020,아파트,중개거래,서울 양천구
2025,11260,중랑구,10300,중화동,1,대지,0324,0054,TheH중화3차,20250516,27500,28.98,21.0,5.0,,,2020,연립다세대,중개거래,서울 중랑구
2025,11470,양천구,10300,신월동,1,대지,0411,0010,연우넥스트,20250516,27500,45.45,29.0,3.0,,,2017,연립다세대,중개거래,서울 양천구
2025,11380,은평구,10700,응암동,1,대지,0769,0000,녹번역e편한세상캐슬,20250516,110000,59.96,0.0,18.0,,,2021,아파트,중개거래,서울 은평구
2025,11440,마포구,12500,성산동,1,대지,0256,0030,갤러리하우스,20250516,51500,59.78,36.0,2.0,,,2014,연립다세대,중개거래,서울 마포구
2025,11380,은평구,11400,진관동,1,대지,0100,0003,아이파크 포레스트 게이트,20250516,14500,24.91,35.78,17.0,,,2013,오피스텔,중개거래,서울 은평구
2025,11290,성북구,13500,종암동,1,대지,0080,0000,래미안크리시엘,20250516,76000,59.99,0.0,18.0,,,2004,아파트,중개거래,서울 성북구
2025,11410,서대문구,12000,남가좌동,1,대지,0389,0000,DMC에코자이,20250516,109500,59.656,0.0,10.0,,,2019,아파트,중개거래,서울 서대문구
2025,11620,관악구,10200,신림동,1,대지,1421,0029,에스케이허브그린,20250516,16400,26.62,36.97,12.0,,,2004,오피스텔,중개거래,서울 관악구
2025,11320,도봉구,10500,쌍문동,1,대지,0122,0072,삼성시티,20250516,41500,46.16,28.0,2.0,,,2022,연립다세대,직거래,
2025,11680,강남구,10100,역삼동,1,대지,0796,0029,강남서해그랑블,20250516,94000,70.57,0.0,6.0,,,2012,아파트,중개거래,서울 강남구
2025,11740,강동구,10100,명일동,1,대지,0056,0000,현대(고덕),20250516,149000,84.91,0.0,4.0,,,1986,아파트,중개거래,서울 강동구
2025,11410,서대문구,11800,홍은동,1,대지,0464,0000,북한산더샵,20250516,108000,84.747,0.0,5.0,,,2017,아파트,중개거래,서울 서대문구
2025,11500,강서구,10300,화곡동,1,대지,1111,0003,경동엠파이어스테이트,20250516,8500,14.315,0.0,3.0,,,2012,아파트,중개거래,서울 강서구
2025,11350,노원구,10500,상계동,1,대지,1048,0081,토양맨션B,20250516,17800,43.24,23.0,3.0,,,1996,연립다세대,중개거래,서울 노원구
2025,11260,중랑구,10100,면목동,1,대지,0193,0001,면목한신,20250516,25300,27.0,0.0,7.0,,,1987,아파트,중개거래,서울 중랑구
2025,11440,마포구,11100,신수동,1,대지,0450,0000,신촌삼익,20250516,120000,84.85,0.0,20.0,,,1997,아파트,중개거래,서울 마포구
2025,11590,동작구,10700,사당동,1,대지,0206,0127,사당휴브리지(206-127),20250516,14500,12.49,0.0,8.0,,,2015,아파트,직거래,
2025,11230,동대문구,10500,답십리동,1,대지,0464,0001,신답극동,20250516,70000,105.59,0.0,4.0,,,1987,아파트,중개거래,서울 동대문구
2025,11350,노원구,10600,중계동,1,대지,0364,0000,동진신안,20250516,126000,101.99,0.0,13.0,,,1993,아파트,중개거래,서울 노원구
2025,11260,중랑구,10100,면목동,1,대지,1077,0001,용마한신,20250516,44000,44.35,0.0,4.0,,,1990,아파트,중개거래,서울 중랑구
2025,11650,서초구,10100,방배동,1,대지,0488,0004,방배 리더스빌,20250516,14000,24.86,34.06,3.0,,,2004,오피스텔,중개거래,서울 서초구
2025,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,20250516,41500,39.78,0.0,10.0,,,1990,아파트,중개거래,서울 노원구
2025,11380,은평구,10200,녹번동,1,대지,0086,0020,산수(86-20),20250516,38500,65.2,0.0,6.0,,,2004,아파트,중개거래,서울 은평구
2025,11380,은평구,10300,불광동,1,대지,0238,0045,소망빌라,20250516,58300,41.43,21.0,3.0,,,2003,연립다세대,중개거래,서울 은평구
2025,11710,송파구,10900,장지동,1,대지,0901,0000,위례24단지(꿈에그린),20250516,127000,59.96,0.0,20.0,,,2013,아파트,중개거래,서울 송파구
2025,11200,성동구,10800,응봉동,1,대지,0265,0061,장미아트빌라,20250516,27000,39.48,16.0,-1.0,,,1995,연립다세대,중개거래,서울 성동구
2025,11740,강동구,10900,천호동,1,대지,0019,0001,우성,20250516,82000,64.53,0.0,3.0,,,1985,아파트,중개거래,서울 강동구
2025,11680,강남구,10100,역삼동,1,대지,0702,0023,휘닉스오피스텔,20250516,25000,36.98,50.14,8.0,,,1990,오피스텔,중개거래,서울 강남구
2025,11350,노원구,10500,상계동,1,대지,0730,0002,상계주공3(고층),20250516,63700,59.39,0.0,10.0,,,1987,아파트,중개거래,서울 노원구
2025,11305,강북구,10300,수유동,1,대지,0445,0025,한강에스-클래스,20250516,20000,36.27,24.0,3.0,,,2012,연립다세대,중개거래,서울 강북구
2025,11200,성동구,10200,하왕십리동,1,대지,0990,0000,한신무학,20250516,80000,62.41,0.0,1.0,,,1989,아파트,중개거래,서울 성동구
2025,11380,은평구,10300,불광동,1,대지,0163,0006,유진빌라(163-6),20250516,28000,66.33,36.0,2.0,,,1992,연립다세대,중개거래,서울 은평구
2025,11350,노원구,10400,하계동,1,대지,0251,0000,하계1청구,20250516,68000,84.6,0.0,10.0,,,1997,아파트,직거래,
2025,11590,동작구,10200,상도동,1,대지,0408,0000,상도동삼호아파트,20250516,97500,114.63,0.0,11.0,,,1994,아파트,중개거래,서울 동작구
2025,11200,성동구,11500,성수동2가,,,,,,20250516,300000,133.32,136.0,0.0,,,1971,단독다가구,중개거래,서울 성동구
2025,11290,성북구,13500,종암동,1,대지,0007,0075,새울센스빌나동,20250516,26300,30.4,18.0,2.0,,,2016,연립다세대,중개거래,서울 성북구
2025,11350,노원구,10400,하계동,1,대지,0274,0000,청솔(시영7),20250516,36400,39.92,0.0,4.0,,,1989,아파트,중개거래,서울 노원구
2025,11470,양천구,10100,신정동,,,,,,20250516,125000,97.19,129.0,0.0,,,1977,단독다가구,중개거래,서울 양천구
2025,11560,영등포구,13200,신길동,1,대지,0261,0022,신길레전드힐스,20250516,9320,13.74,0.0,7.0,,,2013,아파트,직거래,
2025,11260,중랑구,10300,중화동,1,대지,0320,0102,토토세인하우스,20250516,32500,28.49,22.0,3.0,,,2015,연립다세대,중개거래,서울 중랑구
2025,11410,서대문구,12000,남가좌동,1,대지,0388,0000,DMC센트럴아이파크,20250515,128500,84.94,0.0,19.0,,,2018,아파트,중개거래,서울 서대문구
2025,11140,중구,16200,신당동,1,대지,0432,0433,남산중앙빌라,20250515,15000,41.69,19.0,-1.0,,,1998,연립다세대,중개거래,서울 중구
2025,11560,영등포구,10200,영등포동1가,1,대지,0094,0002,여의도더리브스타일,20250515,20000,19.359,30.795,7.0,,,2020,오피스텔,직거래,
2025,11680,강남구,10100,역삼동,1,대지,0825,0024,강남역 효성해링턴 타워 더퍼스트,20250515,27000,24.77,32.759,11.0,,,2014,오피스텔,중개거래,서울 서초구
2025,11500,강서구,10600,내발산동,1,대지,0742,0000,마곡수명산파크1단지,20250515,96000,84.82,0.0,1.0,,,2007,아파트,중개거래,서울 강서구
2025,11710,송파구,10100,잠실동,1,대지,0027,0000,주공아파트 5단지,20250515,400500,82.51,0.0,3.0,,,1978,아파트,중개거래,서울 송파구
2025,11545,금천구,10200,독산동,1,대지,1156,0000,금천 롯데캐슬 골드파크 4차,20250515,17200,26.24,41.24,13.0,,,2019,오피스텔,중개거래,서울 금천구
2025,11500,강서구,10900,방화동,1,대지,0839,0000,방화그린,20250515,43000,39.76,0.0,4.0,,,1993,아파트,중개거래,서울 강서구
2025,11230,동대문구,10900,휘경동,1,대지,0372,0000,휘경SK뷰,20250515,116000,84.59,0.0,6.0,,,2019,아파트,중개거래,서울 동대문구
2025,11500,강서구,10100,염창동,1,대지,0267,0006,그린아트빌라,20250515,35000,62.85,34.0,1.0,,,1995,연립다세대,중개거래,서울 강서구
2025,11680,강남구,10100,역삼동,1,대지,0792,0007,마이플레이스,20250515,39000,29.72,19.0,3.0,,,2018,연립다세대,중개거래,서울 서초구
2025,11710,송파구,11100,방이동,1,대지,0051,0000,올림픽파크리움,20250515,15000,21.087,34.985,8.0,,,2016,오피스텔,직거래,
2025,11230,동대문구,10600,장안동,1,대지,0413,0005,JAX타워,20250515,6500,29.11,39.57,5.0,,,1991,오피스텔,직거래,
2025,11290,성북구,13800,장위동,1,대지,0234,0011,드림빌3차,20250515,34000,28.575,25.0,5.0,,,2021,연립다세대,중개거래,"서울 강북구, 서울 성북구"
2025,11380,은평구,11400,진관동,1,대지,0100,0003,아이파크 포레스트 게이트,20250515,12900,24.91,35.78,10.0,,,2013,오피스텔,중개거래,서울 은평구
2025,11215,광진구,10100,중곡동,1,대지,0220,0009,(220-9),20250515,28300,27.37,21.0,5.0,,,2013,연립다세대,중개거래,서울 광진구
2025,11260,중랑구,10200,상봉동,1,대지,0190,0088,대성아트빌(190-88),20250515,18000,31.61,16.0,3.0,,,2003,연립다세대,중개거래,서울 중랑구
2025,11545,금천구,10200,독산동,1,대지,0378,0068,성은쉐르빌나동,20250515,21500,60.96,33.0,3.0,,,2002,연립다세대,중개거래,서울 금천구
2025,11620,관악구,10100,봉천동,1,대지,1712,0000,관악드림(삼성),20250515,76500,59.85,0.0,20.0,,,2003,아파트,중개거래,서울 관악구
2025,11470,양천구,10200,목동,1,대지,0901,0000,목동신시가지1,20250515,206500,65.34,0.0,11.0,,,1985,아파트,중개거래,서울 양천구
2025,11320,도봉구,10500,쌍문동,1,대지,0059,0005,한양6,20250515,54500,83.86,0.0,10.0,,,2002,아파트,중개거래,서울 도봉구
2025,11500,강서구,10300,화곡동,1,대지,0987,0001,강서구청 파크뷰 에버,20250515,16200,15.463,23.59,17.0,,,2020,오피스텔,중개거래,서울 강서구
2025,11320,도봉구,10700,창동,1,대지,0659,0029,삼성쉐르빌퍼스티,20250515,16500,33.59,46.11,12.0,,,2004,오피스텔,중개거래,서울 도봉구
2025,11470,양천구,10100,신정동,1,대지,1293,0000,학마을1단지,20250515,52500,49.99,0.0,12.0,,,2000,아파트,중개거래,서울 양천구
2025,11290,성북구,13400,길음동,1,대지,1283,0000,길음뉴타운6단지(래미안),20250515,122950,84.049,0.0,14.0,,,2007,아파트,중개거래,서울 성북구
2025,11290,성북구,13800,장위동,1,대지,0323,0000,꿈의숲아이파크,20250515,80000,84.47,0.0,29.0,,,2022,아파트,중개거래,서울 중구
2025,11305,강북구,10400,우이동,1,대지,0340,0000,성원그린(103동),20250515,40000,84.77,0.0,1.0,,,1995,아파트,중개거래,서울 강북구
2025,11410,서대문구,11900,북가좌동,1,대지,0481,0000,DMC래미안e편한세상,20250515,106000,59.97,0.0,8.0,,,2012,아파트,중개거래,서울 서대문구
2025,11470,양천구,10200,목동,1,대지,0315,0015,모던아트리움,20250515,18900,35.34,22.0,2.0,,,2011,연립다세대,중개거래,서울 양천구
2025,11350,노원구,10400,하계동,1,대지,0274,0000,청솔(시영7),20250515,38000,39.92,0.0,11.0,,,1989,아파트,중개거래,서울 노원구
2025,11350,노원구,10300,공릉동,1,대지,0670,0007,67디벨리움,20250515,16000,17.27,0.0,14.0,,,2016,아파트,직거래,
2025,11380,은평구,10300,불광동,1,대지,0369,0001,미빌,20250515,20700,34.2,22.0,-1.0,,,1993,연립다세대,중개거래,서울 은평구
2025,11740,강동구,10700,암사동,1,대지,0400,0000,현대홈타운,20250515,113300,59.97,0.0,10.0,,,2004,아파트,중개거래,서울 강동구
2025,11680,강남구,10300,개포동,1,대지,1284,0000,개포자이프레지던스,20250515,289500,59.836,0.0,12.0,,,2023,아파트,중개거래,서울 강남구
2025,11560,영등포구,11500,당산동5가,1,대지,0009,0002,당산 삼성쉐르빌,20250515,20450,25.92,38.75,17.0,,,2013,오피스텔,중개거래,서울 영등포구
2025,11560,영등포구,11000,여의도동,1,대지,0047,0000,여의도자이,20250515,368000,182.45,0.0,30.0,,,2008,아파트,중개거래,"서울 강서구, 서울 영등포구"
2025,11590,동작구,10700,사당동,1,대지,0062,0001,(62-1),20250515,29500,42.96,22.0,1.0,,,2003,연립다세대,직거래,
2025,11545,금천구,10300,시흥동,1,대지,0910,0011,리체아트빌,20250515,31000,56.235,28.0,5.0,,,2016,연립다세대,중개거래,서울 금천구
2025,11260,중랑구,10100,면목동,,,,,,20250515,74000,194.01,115.0,0.0,,,1990,단독다가구,중개거래,서울 중랑구
2025,11620,관악구,10200,신림동,1,대지,0610,0354,(610-354),20250515,14000,38.55,23.0,1.0,,,1996,연립다세대,중개거래,서울 관악구
